restaurant_id,names,restaurant_type,address,num_of_reviews,rating,zip_code,lati,longi
qZK3e3kZAuyVlNrFNjBZ3A,Enoteca on Court,italian,347 Court St,256,4,11231,40.68213654,-73.99571228
RG5atiZtuNtpDu6GrNUQGw,NORMA Gastronomia Siciliana,italian,801 9th Ave,36,4,10019,40.76563298,-73.98769144
wp5BpfUi9Aa4T0Gk0bnhag,Altesi Downtown,italian,200 Spring St,104,4,10012,40.72511,-74.00333
b2z0IifTb3zeuEbZ5fx7YQ,Spaghetti Tavern,italian,425 Amsterdam Ave,44,4.5,10024,40.78399964,-73.97748999
QcAUwIn9BmUsRQu3URhgzA,Bravo Pizza,italian,115 E 14th St,191,3.5,10003,40.7342257,-73.9890771
dTNT3VytBbZVmK-kzLBwcw,Napoli's Pizza,italian,133 Clinton St,162,4,7030,40.73937,-74.03483
FwMyv3CVIxbI6ngodw7s3w,Panino Rustico,italian,8222 17th Ave,504,4.5,11214,40.610494,-74.003153
cstY7raneU90iTj5hCOC0A,Baita at Eataly Flatiron,italian,200 Fifth Ave,169,3,10010,40.74197,-73.9895
xUqgjIiXNWcjsD21caYs8w,Rasco’s,italian,4 Main St,84,4.5,7020,40.8037284,-73.991825
wxrlMnjni_UanASIp4dq2g,Max Caffe,italian,1262 Amsterdam Ave,241,3.5,10027,40.8109033,-73.9582608
I07F7efWXUTSpi3WgITeFQ,Beppe Trattoria,italian,234 W 56th St,13,5,10019,40.76561,-73.98259
JU5d81TYm7IJHWqOqJWMqw,Have & Meyer,italian,103 Havemeyer St,145,4,11211,40.71326878,-73.9564744
h2HPWsBX3ABNvLHbP3KzqA,La Stanza,italian,334 B Lexington Ave,50,4,10016,40.74969,-73.9775
wzHyRI6iW0rIY8rMb3KClA,Felice Columbus,italian,240 Columbus Ave,49,4.5,10023,40.77697,-73.97933
z4CzSOnngC2RaTEC_BgUWA,Cataldo's Restaurant,italian,554 Vanderbilt Ave,247,4,11238,40.6800799,-73.96832
HJg9TbpyWvb6-AFPdb7NCA,King,italian,18 King St,184,3.5,10014,40.7275,-74.00346
qKfD10PsDKP_9B7O1_7oJQ,All'Antico Vinaio NYC,italian,729 8th Ave,30,4.5,10036,40.7597,-73.98823
bppjJw5J8Ht6WgGp1bzPtQ,Porto Leggero,italian,185 Hudson St,235,4,7311,40.7187593,-74.0349084
Tias1_QRB5L-gzoSNNhOMA,Petrarca Cucina E Vino,italian,34 White St,187,3.5,10013,40.7189,-74.00458
YmUKLOG4sTAShvyURuq2zw,Trattoria Bianca,italian,481 8th Ave,148,3,10001,40.752702,-73.993694
rJ9V5bMbP_e9ABaTkPjAbA,Coco Pazzeria,italian,1078 First Ave.,36,4,10022,40.7557292,-73.9645808
H5d3Lgkk8onZ6tq0mUyvig,Panello,italian,720 Monroe St,205,4,7030,40.747536,-74.037906
HLvLgKNWjrTVvlK4iyZ9Vg,Famous Original Ray's Pizza,italian,831 7th Ave,402,2.5,10019,40.7631751,-73.9815334
zzJA5P32V9MIHIMBIyasJw,Dante West Village,italian,551 Hudson St,106,4,10014,40.735202,-74.006251
z5-TEI72RVwwtWG4CEggLw,Lunella Ristorante Italiano,italian,173 Mulberry St,269,3.5,10013,40.720108,-73.997215
vhqFa_0SG9M7Ra1OTmfB9A,LaRina Pastificio & Vino,italian,387 Myrtle Ave,178,4,11205,40.69336319,-73.97041321
e6ic-qLMcaQLrAnHn2jgTw,La Pecora Bianca,italian,54 Prince St,99,4,10012,40.72346,-73.9963118
NDsa8EWd_tcfvUFbhPsTuQ,Tony's and Orazio Pizza,italian,336 Knickerbocker Ave,154,4,11237,40.7010231,-73.92264557
yl5BoFbgHfrY62cLXwnCxQ,Pizza Moto,italian,338 Hamilton Ave,214,4.5,11231,40.6746224,-74.0007999
JP5DnHbYWBxGRjy9_16TdQ,Bosino,italian,201 W 103rd St,44,4.5,10025,40.798755,-73.9673646
4SdvTwFkW3Qx0f_3zBN_ZA,Bareli's Restaurant & Bar,italian,219 State RT 3,147,4.5,7094,40.7913426,40.7913426
pK-TQMe7SE_erplC9EWjUA,Bella Gioia,italian,209 4th Ave,231,4.5,11217,40.6775302,-73.9827215
g0ofwNfcNf5XLzdOtZYm_A,Matthew's Italian Restaurant,italian,1131 Bloomfield Ave,489,4.5,7012,40.83903539,-74.16168666
7dhXkHB_Eg1UJ7Yf9wQCjQ,Sofia's of Little Italy,italian,143 Mulberry St,407,3,10013,40.71888,-73.99777
Jy2YUjWlAZHYFq07KFfBiA,Filaga Pizzeria Siciliana,italian,75 9th Ave,103,3.5,10011,40.74215928,-74.00567628
wUoLj0v2cJ9T4mgebQqoZw,Giardino D'oro,italian,5 Gold St,124,4.5,10038,40.70758,-74.00715
G-op2xLJqocfg1AwJNge8Q,Il Piccolo Bufalo,italian,141 Mulberry St,258,3.5,10013,40.71883,-73.99781
DggtruZBhxyShnjLcVfmmw,Leo's Latticini Mama's,italian,46-02 104th St,153,4.5,11368,40.746219,-73.860061
1DT6XYMzcekpFQ41Hj44vA,Luzzo's BK,italian,145 Atlantic Ave,202,4,11201,40.690706,-73.9952269
63iTY7U_CvjFqrVHi1rw2g,Spuntino Wine Bar & Italian Tapas,italian,70 Kingsland Rd,767,4,7014,40.82558969,-74.13750803
0Jr2OP0B2MM4LvJY_K6cTQ,Aurora Ristorante,italian,429 Piaget Ave,321,4.5,7011,40.878682,-74.1532469
nIYDlplPts4l2G-bMlQbNg,Rustica Restaurant & Lounge,italian,565 Gorge Rd,492,3.5,7010,40.823009,-73.9879742
Wg4Mu4YXL_1NSVF9LAH_9w,Bartolino's Restaurant,italian,34-15 Broadway,197,3.5,11106,40.7607799,-73.92226
jXcc7Ofp5b5Xwa3-NZc9Sw,Vinnie's Pizzeria,italian,1603 2nd Ave,145,3.5,10028,40.776219,-73.95327
wvn-FO-tY9_iWmA_OgMvEA,Frank's Trattoria,italian,371 1st Ave,151,3.5,10010,40.73612,-73.979473
_WttOSi2_ggdvUI6GvaqTg,Da Nonna Rosa,italian,140 7th Ave,396,4,11215,40.67291,-73.97697
r2MaSxP0J07ZfF6ze1KaPw,Dino's Pizzeria,italian,30-01 Broadway,183,3.5,11106,40.76244816,-73.92597889
3B6A6QSnBwaRYzaKYPnq8Q,Pizza Club,italian,725 River Rd,204,4,7020,40.820069,-73.977234
QxthR7-GAbqj1cLocOD6Nw,Pizza Secret,italian,72 5th Ave,187,4.5,11217,40.6808,-73.97764
geTFpY84Tp-nVTXflnxtDA,V & T Pizzeria & Restaurant,italian,1024 Amsterdam Ave,368,3,10025,40.80334,-73.96383
u6q1s6c0H9wQwFUJJzAiOw,Gigino At Wagner Park,italian,20 Battery Pl,313,3.5,10004,40.70520554,-74.01848926
evhkqaDVxi3LGb39Rw-_Aw,Fazio's,italian,709 Knickerbocker Ave,186,4.5,11221,40.69442,-73.91039
AAQDZdKhtcX7otmOfOF9nw,Gino's Restaurant,italian,7414 5th Ave,733,4,11209,40.63,-74.02274
GXq2Qsm--A7QQt9rTXldig,Deninos Pizzeria & Tavern,italian,524 Port Richmond Ave,792,4,10302,40.63022667,-74.14027549
7vq2CNM69sdrXrtbT2-qEQ,Campania Coal Fired Pizza,italian,9824 4th Ave,593,4.5,11209,40.61360931,-74.03333282
gvul1x9MMawVzStJpfGoLA,San Pietro,italian,18 E 54th St,78,3.5,10022,40.760481,-73.974455
xxiV3-0t_gO1Ojo3xo73TQ,Vineapple Cafe,italian,71 Pineapple St,76,4.5,11201,40.69829673,-73.99307556
-0vID-pN57SqpaYlmNYzXg,Pecoraro Latteria,italian,636 Metropolitian Ave,37,5,11211,40.714055,-73.947825
qIBT522O1LEUIWt_5S4Dmw,Saba's Pizza Upper East,italian,1217 Lexington Ave,83,3.5,10028,40.777067,-73.95715
ZSDq6s2BFnvZEU4apxXbew,Di Palma Brothers Restaurant,italian,8728 Kennedy Blvd,131,4,7047,40.808952,-74.007419
wnyX_yg4ddSDkupwFKftIA,Bonafini,italian,663 Flatbush Ave,389,4,11225,40.65704,-73.96003
eODPY5rejL6CYvN4DEqwrg,Nostro Ristorante,italian,710 5th Ave,290,4.5,11215,40.660738,-73.994285
i3IK1tCkwyXRx7VU1edlMQ,Cucina Saporito,italian,328 Washington St,260,3.5,7030,40.74104,-74.03013
rHYuRaSdcXjKTlOmW91nnQ,Solaro,italian,13 Carmine St,47,4.5,10014,40.730588,-74.00238
JAWWRCjAjAIKOflewu2gFA,Monte's Brick Oven,italian,136 Alexander Ave,164,4,10454,40.807312,-73.926788
xrTwutv3Y5I4lySFOaKa2A,Longo Bros,italian,474 9th Ave,42,4,10018,40.754825,-73.994862
e8DRcy6EmRGLx5gJoeIbcA,Famous Famiglia Pizzeria,italian,1284 1st Ave,87,3.5,10065,40.76569739,-73.9573263
4Kqzy6WJBZ4Tc0cg6k2XNQ,Vinny's of Carroll Gardens,italian,295 Smith St,226,4,11231,40.682103,-73.993438
jhDIciM9sPATHRiaoXd_QQ,Salumeria Antichi Sapori,italian,28-13 Astoria Blvd,45,4.5,11102,40.77097,-73.92011
uQBlitra7XJTFJPXUGWBJw,Alphonso's Pizzeria & Trattoria,italian,525 Grand St,137,4,10002,40.7143,-73.98172
qlNNtLqFZXeDjAn5v8doOw,Rustique Pizza,italian,611 Jersey Ave,464,3.5,7302,40.72493,-74.04576
y5b85IZGLxNdksDBFm1GBw,Gene's Restaurant,italian,73 W 11th St,87,4,10011,40.73540878,-73.99772644
sZZtK7rro9PK0fBH6L36Eg,Sagra Pizza Bar,italian,62 Carmine St,100,4,10014,40.72969,-74.00412
MlOdJ9tK3idyXGR4Yo7ttQ,Estancia 460,italian,460 Greenwich St,137,4,10013,40.72379,-74.0097399
02sAHm3_CsRKE2IeT5iaPA,Table 87 - Gowanus,italian,473 3rd Ave,379,4,11215,40.670664,-73.991371
cS2dquz8jSagXqeVKBwSsg,Fascati Pizza,italian,80 Henry St,251,4,11201,40.6985,-73.99273
FakrQWMNdYoBIp18Tpvn0Q,Pangea,italian,178 2nd Ave,140,3.5,10003,40.730472,-73.9859
pP4oS09iOB6qMaX3GkKSuQ,Avena UES,italian,22 E 66th St,33,4,10065,40.767957,-73.968759
dN3OrPS3M8DZRtqG5-z8Ug,Little Italy Pizza,italian,34 East 23rd St,94,3.5,10010,40.74047548,-73.9875762
75s8ErSnvhVTFx1Z4PRGqw,Sicily's Best Pizzeria,italian,190 Cypress Ave,85,4.5,11237,40.70517,-73.915155
1Wg38WVhwsoBosXd3Q0-mQ,Cangiano’s Marketplace,italian,225 Pavonia Ave,60,4.5,7302,40.72733,-74.043288
BXiX5-ce4NNxsw7eUDZeOg,Giovanni's Brooklyn Eats,italian,1657 8th Ave,503,4,11215,40.6601105,-73.9835205
AhqWTf8ObRg1ZcNRV_vzIQ,15 Fox Place,italian,15 Fox Pl,124,4.5,7306,40.73371,-74.07251
XInU-DVHFwunAnsOL8bOrA,3 Giovani,italian,548 Laguardia Pl,162,3.5,10012,40.72907,-73.99839
iy3wJkszLvL28qcVR_xpYA,Losurdo's Italian Bakery & Deli,italian,410 2nd St,63,4.5,7030,40.7398701,-74.0362727
0xS2Jj-RZuFQKgxEWuVxzA,Armonie,italian,1649 Park Ave,111,4,10035,40.79979192,-73.94257535
pFPiqFLeL-peQdVSfPj_lg,Mia Pizza,italian,24-17 Ditmars Blvd,126,4,11105,40.77907,-73.91439
Gzwpeu4rw8T-XDYCllegxQ,Nello,italian,696 Madison Ave,377,2,10065,40.765797,-73.970076
TO9IICJjvcg1QhLVnap9fA,Cent'Anni,italian,742 Franklin Ave,476,3.5,11238,40.67309074,-73.95734922
vYnQYMWk_CpV8APtyFWYWA,Patrizia's Of Maspeth,italian,6935 Grand Ave,215,4,11378,40.726783,-73.894276
sppl_-Hw-UMX5tlTd_0poA,Serafina Meatpacking,italian,7 Ninth Ave,352,3,10014,40.739635,-74.00666
LQxKrVGSasCL5bB9_Og6Ew,Little Italy Pizza,italian,122 University Pl,123,3.5,10003,40.73478317,-73.99224091
V89tx7_QRzSq0GCvhdOCQA,Rustico Cooking,italian,40 W 39th St,57,4,10018,40.75222244,-73.98428705
ipoJv9uuT3WgjeVozKUx8A,Fresh Basil's Trattoria,italian,930 3rd Ave,100,3,10022,40.759552,-73.968344
Jsl8X_QjMLST0IyzTH4z5Q,Pizza Mercato,italian,11 Waverly Pl,164,3.5,10003,40.73015,-73.9941599
dIyKvfhjtm3NuKrMVVt0TA,Lucciola Italian Restaurant,italian,621 Amsterdam Ave,43,4.5,10024,40.790362,-73.972629
SqUXuq03n51BCJ766Hr3cA,Marabella Pizza,italian,4107 Greenpoint Ave,133,3.5,11104,40.74023359,-73.92386618
RDZsYPmmVkre6gptUp_iaQ,Zesty Pizzeria & Salumeria,italian,1670 3rd Ave,101,3.5,10128,40.7837296,-73.950798
vXYFa2qzppkGiOiVPrLwDQ,Don Peppe,italian,135-58 Lefferts Blvd,615,4,11420,40.66898149,-73.82163342
xPmCy25F1-uq-1vAP_1TBQ,Piccante,italian,7214-A 3rd Ave,195,4.5,11209,40.63319,-74.02742
1nj-bw8YLutF7ZOo7EaYjg,Perfect Pizza,italian,6229 Kennedy Blvd,64,4.5,7047,40.7935007,-74.0198399
fyepvQnhH7O1Bw9V4Xu-OA,La Bella Salumeria Delicatessen,italian,2308 Bergenline Ave,62,4.5,7087,40.767234,-74.03244
XVWogwA8XncHqRY4JVN9eQ,Tenth Street Pasta & Pizza,italian,1000 Willow Ave,235,3.5,7030,40.74935271,-74.03135924
IIsJN_ilLI36zGAF3SMCCQ,La Piccola Cucina,italian,964 Amsterdam Ave,115,4,10025,40.8015,-73.96534
i6xP3ZfL78PXg2gjsOz-og,Noidue Carne,italian,141 W 69th St,46,4,10023,40.77625,-73.98146
rtivWWzG0XjUuhSrwusTgQ,Fausto,italian,348 Flatbush Ave,185,4,11238,40.67597,-73.97181
0zxGc7hit7mFSk2o1PvIdQ,Umberto's Clam House,italian,132 Mulberry St,484,3,10013,40.718702,-73.9976166
OLS8G_pClL1PuBJcFY-O4g,Not Ray's Pizza,italian,690 Fulton St,229,4,11217,40.68598634,-73.9740808
bJwcf-h06wX6Yo3kVkajww,Giando,italian,400 Kent Ave,229,3.5,11211,40.71076633,-73.96926634
ycsULlWDvuj-jop3VESy4Q,Arte Restaurant,italian,21 E 9th St,100,3.5,10003,40.73241,-73.99462
EkueKakBOazLteBREvD_qA,Serafina Upper West,italian,2178 Broadway,434,2.5,10024,40.78225879,-73.98055427
lFquLytvPdPXfaPrxhL9fQ,Salumeria Ercolano,italian,1072 W Side Ave,89,4.5,7306,40.73608,-74.06999
gzEMiMSuNxJatFRbxmHyYQ,Carmines Italian Deli,italian,165 Mallory Ave,148,4.5,7304,40.72018,-74.08793
VHkiswx23peLA9Y8rHMo7Q,Cavalino's Restaurant,italian,6800 Park Ave,47,4.5,7093,40.79130316,-74.0040989
9KcCBiz0vnchA-m02bJHtA,Rocco's Pizza,italian,148 8th Ave,112,3.5,10011,40.741764,-74.000828
j_5IDQ4UyxAZsyGATGLHoA,Rudy's Italian Seafood Restaurant,italian,591 Anderson Ave,115,4,7010,40.82458,-73.98873
UlQK0jkNEw3j9-_S9r4Rgw,sLICe Astoria,italian,3812 Broadway,186,3.5,11103,40.7591118,-73.9196213
4zw8vEJNc4mcHh2ARzj2gw,Osteria Brooklyn,italian,458 Myrtle Ave,78,4.5,11205,40.693154,-73.967177
dhKZRnt3DwfSu48OdPDdvA,Pasta Louise,italian,803 8th Ave,187,4.5,11215,40.666091,-73.9787254
bmRbx7Fa5zerZQXvS29CMw,Famous Famiglia Pizzeria,italian,1398 Madison Ave,91,3.5,10029,40.7878304,-73.9539108
bM4PzkeK9L5Lk2Zgsq0E0Q,Delenio,italian,357 7th St,277,3.5,7302,40.72641,-74.05019
qxOcH2ij2Erp1SKQfvuDdw,Giovanni's Pizzeria & Restaurant,italian,603 Washington St,143,3.5,7030,40.74361864,-74.02880016
GOLFLlO4bpndDkavbgrx9w,Paisano's Restaurant,italian,132 Park Ave,718,4,7070,40.8268255,-74.1061557
NGyFpNCrzqEG3B0Z0drKfw,Scarlatto,italian,646 Amsterdam Ave,29,4.5,10025,40.791287,-73.972777
24EmbJBGGGnbAOQEJljrrg,Grand Avenue Pizza,italian,34-24 30th Ave,151,3.5,11103,40.76531779,-73.91842567
0LpWRWQx8Agm-mZtsOQ5gg,Neapolitan Express,italian,40 Wall St,213,3.5,10005,40.707015,-74.009735
ZQrmos0TEPCmMHQUreYvpw,Caffe Taci,italian,22 E 54th St,15,4.5,10022,40.76034927,-73.97431946
ifmox3ZKwotBvt0hfL_7bw,Tony's Pizza,italian,355 Graham Ave,171,3.5,11211,40.715049,-73.944702
yBjpxc_KynYnWP1HV0WuXw,Marinara Pizza,italian,483 Amsterdam Ave,90,3.5,10024,40.78583,-73.97616
SxevJa1nDYO4KXKSO1Mosw,Luna Pizza,italian,225 Park Row,92,4,10038,40.71324568,-73.9986511
3h_SRsZbEOdPOT8enukLKw,Tony's Pizzeria of Nassau Ave,italian,175 Nassau Ave,54,4,11222,40.72529089,-73.94622602
z-zXPW4_JIHWCSCwwbQLYg,Dani's House of Pizza,italian,81-28 Lefferts Blvd,1079,3.5,11415,40.70900182,-73.83049821
gNFZnphlgmtGQOBwf4GPiA,Rosella's Pizzeria,italian,164 William St,244,3.5,10038,40.710117,-74.005661
AZrQIWeN46QHlAsRoW2gjg,Dreamer's Pizza,italian,1850 3rd Ave,87,3.5,10029,40.78924,-73.9466
AbNXFnI4OlWZvsQLGKf64w,Dino,italian,222 Dekalb Ave,311,3.5,11205,40.68941,-73.97047
wTaomJ5xoi-c7R_xKFmcpA,Positano Restaurant,italian,10018 4th Ave,460,4.5,11209,40.6127378,-74.0339271
Jnniww9fw6-hM1M7xHOISw,Fiaschetteria Pistoia,italian,167 7th Ave S,24,4.5,10014,40.73572171,-74.00151527
HV5DMBmEpQ_Nu6NSekJquA,Harry's Italian,italian,225 Murray St,264,3.5,10282,40.71537629,-74.01398363
c4PIUs7uwg9lA4ObzJ4V5Q,Barosa,italian,62-29 Woodhaven Blvd,376,3.5,11374,40.726197,-73.869795
unjqnjSjpdGyP2Gqg0qJVA,marcellino tratoria & pizzeria,italian,178 Mulberry St,114,4,10012,40.72066,-73.99666
L1gs262Sz476G9tOzuoJxg,Vetro Restaurant & Lounge,italian,164-49 Crossbay Blvd,340,4.5,11414,40.64935677,-73.837154
ECw0vk1IykU3QIX1okSXdA,Saluggi's East,italian,399 Grand St,116,3.5,10002,40.71594806,-73.98737852
QR6w6bdxpRzYvF9URmyHHg,Claudio Pizzeria,italian,598 10th Ave,91,3.5,10036,40.7604,-73.99469
Ogi746koEngpryezNYUK0Q,The Franklin,italian,159 New York Ave,110,4,7307,40.7417,-74.047
vBL9aYuf1e1cJbC8Z9TWvw,Cipollina Gourmet,italian,116-09 Queens Blvd,178,4.5,11375,40.71613715,-73.83314171
_yMBdYh5p--WtF3n4a2iNw,Il Mulino Prime - Gramercy,italian,43 E 20th St,43,4,10003,40.73875,-73.9885
uvQM9dckyv8RZB3hQYrKKw,The Grotto Pizzeria & Ristorante,italian,69 New St,158,4,10004,40.70574,-74.012402
TybGiZNOipp1R1-u2k3ogA,Pomodoro,italian,795 Abbott Blvd,208,4,7024,40.8310841,-73.98263298
e-XgOOm0X4Lk-gAX45Bj1Q,Baciccia Pizza e Cucina,italian,426A 7th Ave,131,4.5,11215,40.663816,-73.98448
iutTifH0Xy0UkN86vEvV2Q,Aria Wine Bar,italian,14 Bedford St,38,4.5,10014,40.72900586,-74.00331282
zxNvP9A5gqJWg_2xQ8s43w,Pizza Classica,italian,89-89 Union Tpke,450,4,11385,40.706858,-73.855654
1qotQS-eDg6_TdBU0cQiPg,Vincent's Restaurant,italian,119 Mott St,260,3,10013,40.71792208,-73.99753064
hUjy33SLPaSipQxZ1ume4Q,Roland's,italian,303 W 127th St,57,4.5,10027,40.811847,-73.950549
81ATGBKh1Ke6EX_L3qHaIQ,Ferdinando's Focacceria,italian,151 Union St,200,4,11231,40.68418117,-74.00186777
z-y9GDoRr1S9Ma6b2n0A4A,Enoteca Maria,italian,27 Hyatt St,392,4,10301,40.642,-74.07729
jMdziYLNYGDCegkFQ4lTQA,Serafina Tribeca,italian,95 W Broadway,180,3.5,10007,40.71566,-74.0089
GSZvuUdsCPisoNbttCqEvw,Il Mulino Prime - Soho,italian,331 W Broadway,157,3.5,10013,40.72224975,-74.00373727
8qT2fQh1qVhCVtAODADwRw,I Gemelli Ristorante,italian,268 Huyler St,217,4.5,7606,40.87057,-74.04861
PJLClxTRhh2yOfp3kvxTFg,Suprema,italian,92 Park Ave,160,4.5,7070,40.82743835,-74.10479736
f0ZiPTUG99sHR3p6z9y3qw,"Franco's Metro Restaurant, Bar & Pizza",italian,1475 Bergen Blvd,227,4,7024,40.852692,-73.986008
elPjOCDb8WmOpaQEI-AAOw,Forno Siciliano,italian,43-19 Ditmars Blvd,97,4,11105,40.77112943,-73.90317709
mRCpatZsFjQhbMxZQZcS-A,Porto Bello,italian,43-18 Ditmars Blvd,209,3.5,11105,40.770352,-73.904303
hkQ9_cjojfB5MqsHFUOcaQ,Cella Luna Pizza,italian,201 60th St,53,4,7093,40.78624,-74.01139
EU47dsc_vvByG3qPIMyRog,La Locanda,italian,432 Graham Ave,97,4,11211,40.71783829,-73.944664
zc74h-l8V8NHxX9CqVgNDg,Cosmo's Italian Salumeria,italian,705 Main St,186,4.5,7601,40.90123,-74.04207
g5RqTm1v8Stsm3MXL19Adw,Roman's,italian,243 DeKalb Ave,240,3.5,11205,40.689671,-73.96953
hV26aNvpfq5g34SI6_gvJA,Mama Rao Cucina Italiana,italian,6408 11th Ave,238,4.5,11219,40.6291809,-74.0057526
bmcIFCtXLzkQIgLmDVXs3A,Serafina Ludlow LES,italian,98 Rivington St,113,3.5,10002,40.72020589,-73.98849931
sRH-6ZY0gDbS4DhfUZU6zw,Soda Club,italian,155 Avenue B,29,4.5,10009,40.726654,-73.979875
VW24_7r4oZz-i4V_8VhrQw,Taste Of Italy Pizza Restaurant,italian,2916 Crescent St,73,3.5,11102,40.76915154,-73.92502315
5CuYWr0-cE01HxlBu5Ka6g,Carne Mare,italian,89 South St,62,4.5,10038,40.70568649,-74.00218961
XQM6A4RXSyBEh7V3-u_JQA,I Love Panzerotti,italian,220 Varick St,38,4.5,10014,40.72901,-74.005
fQnM0Eve80JMe4udNuLZjA,Caffè De Martini,italian,609 Vanderbilt Ave,62,4.5,11238,40.67906,-73.96816
9dfO8RWNb8Q51sH4lPlygA,il Pastaio at Eataly Flatiron,italian,200 5th Ave,32,4,10010,40.74197,-73.9895
8cnfXAq6ehOsGRw4rh-dzQ,Sam's,italian,238 Court St,227,4,11201,40.68592072,-73.99452209
wCj2FSi9o6iosMIMNIIZsA,Loreto Italian Kitchen & Bar,italian,280 Ashland Pl,59,4.5,11217,40.687037,-73.978577
86StyWnuGaTuY6X2e3irOg,Alice Restaurant,italian,126 W 13th St,46,4,10011,40.73710697,-73.99863115
H_TGP2AgX3IUmzq8Aml79Q,L' Angolo Tribeca,italian,190-A Duane St,164,3.5,10013,40.71734,-74.01044
6osYYrn77CbYPUrSnJOTBQ,Old Rose,italian,113 Jane St,120,3.5,10014,40.7383,-74.00932
sflgA80BOEWVPx7OWA1KNQ,Patsys Bistro,italian,344 Old Bergen Blvd,148,4,7022,40.820927,-73.999323
LQcacQ7YYlPK2dMWWoy48Q,Casa Pizza & Restaurant,italian,1427 3rd Ave,99,3,10028,40.77532,-73.95631
i4TzhIY8z0KIaBBH1iLZLA,Il Poeta,italian,98-04 Metropolitan Ave,254,4,11375,40.7108,-73.85454
-GxFTFL2TPhXT2-wJzGsMg,Original Presto's World Famous Brick Oven Pizza & Pasta,italian,6001 Park Ave,131,3.5,7093,40.78578,-74.00917
QOKh93a45d59ugcHYsjVxg,G&J's Pizzeria,italian,188 E 104th St,63,4,10029,40.79033495,-73.94607955
qtdR-eDXwbzWQvUzVXQE6w,Ogliastro,italian,784 Washington Ave,200,4,11238,40.674397,-73.963448
F-eRrDik2KK0sNjpGiNbAg,Trattoria iL Gusto Wine Bar,italian,625 Columbus Ave,71,3.5,10024,40.78923,-73.9698499
kxUKKlbm4sK2v6e8xHKB9A,Casanova Restaurant,italian,338 McGuinness Blvd,71,3.5,11222,40.73413,-73.95206
n1LLZLJuuNt7x6qzeD3aLA,Larry & Joe's Pizzeria,italian,533 Newark Ave,125,4,7306,40.73059,-74.05612
HJwXGxmXdB1X3gfCZMujjg,Broccolino,italian,446 Dean St,280,3.5,11217,40.68193115,-73.97627279
yA6X0jOWMJW0FRewgyUy9Q,Gina La Fornarina,italian,26 E 91st St,101,3.5,10128,40.78394318,-73.95684814
blaTQKod-nz94F3Fm_ZoYQ,Osteria Laura,italian,1890 Adam Clayton Powell Jr Blvd,38,4.5,10026,40.80251,-73.95355
p4TYRKQ82N5Ntb6RPdLPMg,Bruno's Ristorante,italian,158-22A Crossbay Blvd,257,4.5,11414,40.6595993,-73.84339905
pDHkhlg6KBuFbEPFZHZr5g,Cornicello,italian,25-22 Astoria Blvd,24,4.5,11102,40.77067,-73.92218
01DAquyaFe54cYXT0SQYhA,Giovanni Venti Cinque,italian,25 E 83rd St,75,3.5,10028,40.77914575,-73.96023936
KscSF2Bnwa_wlg1MbdFjvQ,Tre Sorelle,italian,61 Reade St,170,3.5,10007,40.71490221,-74.00649391
b6Tpm0PsDqLYZFUuqNte-g,River Deli,italian,32 Joralemon St,193,3.5,11201,40.69368,-73.99858
hnmnZmWkXdvmwEBTlnRA-Q,Pizza Boy II,italian,5819 Woodside Ave,162,3.5,11377,40.745651,-73.905542
eQdjZQaLnjItmn9suEEeIA,Patricia's,italian,1082 Morris Park Ave,550,4,10461,40.84912,-73.8533099
BQSPAXJcPw-7Gt2CCrH2Yw,Ita Italian Kitchen,italian,686 Bergen Ave,89,4.5,7304,40.723524,-74.07016
uYHN9Vw3V1ajDGRnNDtbYw,Michael's of Brooklyn,italian,2929 Ave R,286,4.5,11229,40.607633,-73.9428922
01eI6pT0doZiu0nm-Gl7RA,Trattoria 35,italian,213-15 35th Ave,483,4,11361,40.76902,-73.77417
sdCfPc817qZPfKTmlYSGTQ,Il Riccio,italian,152 E 79th St,71,3,10021,40.77466,-73.95879
9T8Ootw4aqmaO42gI-wBSA,Botte UES,italian,1606 1st Ave,28,4,10028,40.77507977,-73.95047928
CmYpP-qt1YFDBrBjdPL97A,Amorina Cucina Rustica,italian,624 Vanderbilt Ave,235,4,11238,40.677558,-73.969207
5WMGy-lEcQPfLb3q7erS-Q,Acquista Trattoria,italian,178-01 Union Tpke,405,4,11366,40.7265391,-73.7898816
5pjniOhBLEVR2Krrq5ANVA,Wild Park Slope,italian,148 5th Ave,310,3.5,11217,40.678273,-73.979376
aI39yRQqpTd1VuKqS-lwig,Sofia,italian,36 Engle St,580,4,7631,40.894168,-73.97257
yIFI6afTRP-tBhY6WsUOPg,Popina,italian,127 Columbia St,77,4.5,11231,40.68736196,-74.00142519
bZZzJ2IJiL-ZAn6qen0-xA,Pizza Stop,italian,2166 Frederick Douglass Blvd,63,4,10026,40.80480584,-73.95473901
kcBTJsftfhKMc2UjGW48Tw,Jet's Pizza,italian,120 9th Ave,50,4,10011,40.74318,-74.00357
938aTegoDOc1WCPnkpPgJA,Venti Food Truck,italian,,31,5,7302,40.71488984,-74.03436415
acXWoQ2wZnpzRV-0V58YTQ,Bevacco,italian,60 Henry St,256,3.5,11201,40.6991904,-73.99232
M9D7n2aUqHw8KaS3WJXI3w,Iggy's Pizzeria,italian,173 1st Ave,103,3.5,10003,40.72928,-73.98442
